Run,ColdFuelCostUsd,HybridFuelCostUsd,ColdOutageCostUsd,HybridOutageCostUsd,MeanAnnualNetBenefitUsd,NPV,PI,IRR,SimplePaybackYears,DiscountedPaybackYears
906,131471.99999979802,99748.07352931603,0.0,63.36,3566.056647048197,2167.229667900982,1.1444819778600654,0.19761389091544612,4.22264132759273,7.6516095874772905
907,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
908,131471.99999979802,99735.60026105228,0.0,95.04,3564.1359738745714,2152.96905328258,1.1435312702188387,0.19735848495502048,4.229805606170405,7.665379930805469
909,131471.99999979802,99682.0769870832,0.0,228.8,3556.1123012714793,2093.172904330707,1.1395448602887137,0.19628817876698024,4.2599029413269,7.723079260726868
910,131471.99999979802,99736.44454951675,0.0,95.04,3564.051545028125,2152.5605287658937,1.1435040352510597,0.19735155074712446,4.229902546092309,7.66570943621255
911,131471.99999979802,99746.23037498549,0.0,73.92,3565.1849624812503,2161.3561670232557,1.1440904111348837,0.19750973465970073,4.22529548524802,7.6571037589983675
912,131471.99999979802,99736.49061925517,0.0,109.12,3562.6389380542823,2143.5177770313635,1.1429011851354243,0.197192157346822,4.233727488306952,7.674009142918861
913,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
914,131471.99999979802,99647.50927311994,0.0,334.4,3549.0090726678054,2042.245678789472,1.1361497119192983,0.19538126049699517,4.28449478315792,7.771524114114406
915,131471.99999979802,99735.28631349647,0.0,91.52,3564.5193686301527,2155.3760775980286,1.1436917385065353,0.1974008198535991,4.228814678020886,7.663187047097722
916,131471.99999979802,99745.46698943901,0.0,70.4,3565.6133010358985,2163.9806601845394,1.1442653773456362,0.1975557683893965,4.224252762674427,7.654734976220129
917,131471.99999979802,99741.69232200527,0.0,77.44,3565.2867677792724,2161.2968724913762,1.144086458166092,0.19750724453603136,4.225729954485116,7.657404194772018
918,131471.99999979802,99743.75049379471,0.0,70.4,3565.7849506003286,2164.811218202322,1.1443207478801547,0.1975698663980113,4.224055894159441,7.654065445301829
919,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
920,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
921,131471.99999979802,99731.02164901109,0.0,98.56,3564.24183507869,2152.929383999035,1.1435286255999357,0.1973563334823532,4.230234746430041,7.665663394774074
922,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
923,131471.99999979802,99739.16056210225,0.0,91.52,3564.1319437695747,2153.501451086104,1.1435667634057403,0.1973690002552704,4.2292594428544135,7.66469894949459
924,131471.99999979802,99742.68579414544,0.0,84.48,3564.483420565256,2156.3059326850325,1.1437537288456687,0.1974195633639111,4.2277540773778295,7.661933352302369
925,131471.99999979802,99705.07464688449,0.0,168.96,3559.796535291351,2120.3820184389797,1.1413588012292655,0.19677457121083225,4.246339950134247,7.696917734121275
926,131471.99999979802,99752.92172181967,0.0,49.28,3566.979827797832,2173.9042407474526,1.1449269493831635,0.19773314673411918,4.219375968989673,7.6452151689007595
927,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
